,ID,Arrondissement,Nom_parc_lieu,Proximité_jeux_repère,Intersection,Etat,Date_installation,Remarque,Precision_localisation,X,Y,long,lat
474,485,Côte-des-Neiges–Notre-Dame-de-Grâce,Mackenzie-King,module de jeux,ave Saint-Kevin/ave de Westbury,,,,orthophotographies,294359.38,5038802.48,-73.6335709174683,45.4890681806789
475,486,Côte-des-Neiges–Notre-Dame-de-Grâce,Mackenzie-King,soccer,rue Beaucourt/chemin de la Côte-Sainte-Catherine,,,,orthophotographies,294378.6,5039033.73,-73.6333299387297,45.4911493540221
476,487,Côte-des-Neiges–Notre-Dame-de-Grâce,Van Horne,,ave de Westbury/ave Van Horne,,,,orthophotographies,293900.97,5039033.86,-73.6394406554285,45.491143227900494
477,488,Côte-des-Neiges–Notre-Dame-de-Grâce,Van Horne,jeux d'eau,ave Van Horne/rue Lemieux,,,localisation approx.,localisation approx.,293998.18,5039143.81,-73.6381993877221,45.4921341158102
478,489,Côte-des-Neiges–Notre-Dame-de-Grâce,Nelson-Mandela,module de jeux,ave Barclay/rue Lemieux,,,localisation approx.,localisation approx.,293629.52,5039501.58,-73.64292418316441,45.4953476756889
479,490,Côte-des-Neiges–Notre-Dame-de-Grâce,Nelson-Mandela,,ave Victoria/rue Bouchette,,,,orthophotographies,293685.03,5039598.46,-73.64221613974308,45.4962203284726
480,491,Côte-des-Neiges–Notre-Dame-de-Grâce,Rosemary-Brown (Mclynn),jeux d'eau,place Kenmore,,,,orthophotographies,293261.28,5038890.0,-73.6476213509107,45.48983843166779
481,492,Côte-des-Neiges–Notre-Dame-de-Grâce,Rosemary-Brown (Mclynn),,ave Mclynn/ave Plamondon,,,,orthophotographies,293273.02,5038846.3,-73.64747012880359,45.489445394646104
482,493,Côte-des-Neiges–Notre-Dame-de-Grâce,Rosemary-Brown (Mclynn),pétanque,ave Mclynn/rue Vézina,,,,orthophotographies,293148.99,5038927.66,-73.6490588291923,45.4901754466191
483,494,Côte-des-Neiges–Notre-Dame-de-Grâce,de la Savane,jardins communautaires,rue de la Savane/place de la Savane,,,,orthophotographies,292695.91,5039893.62,-73.6548791752758,45.498859840567
484,495,Côte-des-Neiges–Notre-Dame-de-Grâce,Roméo-Charrette,module de jeux,ave Glencoe/boul Laird,,,,orthophotographies,293728.31,5040730.98,-73.64168793271759,45.5064118906896
485,496,Côte-des-Neiges–Notre-Dame-de-Grâce,de Dunkerque,module de jeux,ave Kirkfield/rue de Tilly,,,,orthophotographies,294310.7,5041398.89,-73.63424921101729,45.5124310102667
486,497,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,piscine,chemin Hudson/ave de Kent,,,accès restreint,orthophotographies,294657.26,5040653.33,-73.6297982908987,45.5057272916214
487,498,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,baseball/soccer,ave de Kent/ave Decelles,,,,orthophotographies,294471.11,5040352.85,-73.6321741489223,45.503020719471905
488,499,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,soccer,ave Appleton/ave Decelles,,,,orthophotographies,294401.43,5040461.31,-73.633068109282,45.5039956512988
489,500,Côte-des-Neiges–Notre-Dame-de-Grâce,de Kent,tennis,ave Appleton/chemin Hudson,,,localisation approx.,localisation approx.,294523.84,5040659.72,-73.6315058176878,45.505782838578206
490,501,Côte-des-Neiges–Notre-Dame-de-Grâce,Mahatma-Gandhi,,ave Van Horne/ave Linton,,,localisation approx.,localisation approx.,294792.27,5040797.37,-73.62807348953521,45.5070253716403
491,502,Côte-des-Neiges–Notre-Dame-de-Grâce,place de Darlington,module de jeux,place de Darlington (face au #2795),,,,orthophotographies,294834.35,5041107.03,-73.6275412666725,45.5098124185075
492,503,Côte-des-Neiges–Notre-Dame-de-Grâce,Jean-Brillant,,ave Swail/ave Gatineau,,,,orthophotographies,295453.54,5039618.18,-73.61958846853071,45.4964237079328
493,504,Côte-des-Neiges–Notre-Dame-de-Grâce,Jean-Brillant,jeux d'eau,ave Decelles/rue Jean-Brillant,,,,orthophotographies,295460.34,5039706.6,-73.6195031452835,45.4972194393272
494,505,Côte-des-Neiges–Notre-Dame-de-Grâce,De Sousa-Mendes,module de jeux,rue Plantagenet/ave De Soissons,,,,orthophotographies,295267.37,5040995.5,-73.6219972834211,45.5088148800661
495,506,Mercier–Hochelaga-Maisonneuve,de la Promenade-Bellerive,chalet,rue Bellerive/rue Mousseau,,,,orthophotographies,304052.72,5051156.74,-73.50957911875541,45.6003140046242
496,507,Mercier–Hochelaga-Maisonneuve,de la Promenade-Bellerive,,rue Bellerive/ave Mercier,,,,orthophotographies,304094.98,5050583.54,-73.5090365747883,45.595156234479106
